Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Dinanath Ramnarine (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,3,,,,,,,,,,,,,,,,,,
"Gavin Robertson (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,38,,,,,,,,,,,,,,,,,,,,,
"Harvinder Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,1,,,,,,,,,,,,,,,,,,
"Trevor Madondo (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,41,103,37,,,,,,,,,,,,,,,,,,
"Dirk Viljoen (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,64,61,28,202,157,,,,,,,,,,,,,,,,,,
"Paul Wilson (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,
"Makhaya Ntini (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5,1,20,45,63,11,4,37,2,11,,,,,,,,,,
"Harbhajan Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,156,115,75,62,108,154,150,82,138,34,107,,,,47,,,,
"Darren Lehmann (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,679,821,,200,520,467,275,89,,,,,,,,,,,,,,
"Adam Dale (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,38,6,19,15,,,,,,,,,,,,,,,,,,,
"Gerhardus Liebenberg (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,12,,,82,,,,,,,,,,,,,,,,,,,,,
"Paul Wiseman (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,13,7,,2,,,,,,,,,,,,,,,,
"M Bandarathilake (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"C Bandara (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,44,,31,0,,,,,,,,,
"Ashley Giles (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,10,14,7,57,64,96,130,,,,,,,,,,,,,,
"Steven Elworthy (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,37,20,,29,,,,,,,,,,,,,,,,,
"Andrew Flintoff (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,206,144,397,631,633,490,102,387,301,3,,,,,,,,,,
"Suresh Perera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,36,,142,,,,,,,,,,,,,,,,,,
"Shahid Afridi (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,288,867,449,465,604,455,743,16,238,640,115,359,278,313,601,462,182,441,354,194,,,,
"David Terbrugge (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
"Ridley Jacobs (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,13,,47,600,294,471,220,132,88,,,,,,,,,,,,,,,
"Alex Tudor (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
"Neil Johnson (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,739,589,,,,,,,,,,,,,,,,,,,
"Robin Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,13,,,,,,,21,706,398,655,527,16,,,,,,,,,,,,,,,,,,
"Ajit Agarkar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,43,221,74,261,104,179,61,78,71,,,,,,,,,,,,
"Darren Ganga (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,610,80,,,,152,,,,,,,,,,,,,
"Matthew Bell (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,37,,78,,,,,,,,,,,,,,,,,,
"Reon King (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,33,22,0,,,,3,,,,,,,,,,,,,,
"Sadagopan Ramesh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,,,,,,,,,,,,,,,,,,,,
"Wajahatullah Wasti (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,18,,,,,,,,,,,,,,,,,,,
"Ashish Nehra (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,11,24,16,,,,15,30,9,,,,,,,,
"Ruchira Perera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,0,,,,,,,,,,,,
"Kalutarage Upashantha (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,33,0,5,,,,,,,,,,,,,,,,,,
"Pedro Collins (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,4,11,1,,4,,,,,,,,,,,,,,
"Imran Nazir (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,701,81,483,69,52,,,392,,111,,,,,,,,,,
"Avishka Gunawardene (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,193,376,474,27,152,366,52,3,,,,,,,,,,,,,
"Upul Chandana (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,46,,50,29,186,395,107,13,231,122,315,132,,1,,,,,,,,,,,,
"Nehemiah Perry (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,91,,,,,,,,,,,,,,,,,,,
"Corey Collymore (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,10,17,17,12,1,9,22,,,,,,,,,,,,
"Chris Read (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,84,85,,61,,,,,,,,,,,,,
"Darren Maddy (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,112,,,,,,,,,,,,,,,,,,,
"Rangana Herath (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,15,39,67,3,14,,,,
"Devang Gandhi (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,,,,,,,,,
"Mannava Prasad (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,120,,,,,,,,,,,,,,,,,,,,
"Vijay Bhardwaj (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,0,,,,,,,,,,,,,,,,,
"Trevor Gripper (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,39,,,,,,,,,,,,,,,,
"Boeta Dippenaar (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,193,476,875,479,256,371,651,77,,,,,,,,,,,,
"Abdul Razzaq (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,93,367,661,384,675,600,640,520,455,62,,125,331,159,,,,,,,,
"Adam Gilchrist (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,18,286,831,1241,726,746,836,1098,879,892,810,934,322,,,,,,,,,,,
"Gary Brent (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,24,10,36,87,16,10,18,,49,113,44,,,,,,,,,,,
"Indika Gallage (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,,
"Indika De Saram (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,17,110,,,,,,,,,,,,,,,,,,
"Tillakaratne Dilshan (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,86,3,52,111,471,327,757,632,414,1000,921,820,1119,1160,990,1207,79,,,
"Christopher Adams (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,43,,,,,,,,,,,,,,,,,,,
"Gavin Hamilton (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,50,382,233,268,81,,,,,,,,,
"Michael Vaughan (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,253,587,557,291,,252,,,,,,,,,,,,
"Ray Price (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,32,51,,,3,27,154,38,54,40,,,,,,,
"Nantie Hayward (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,12,0,0,,,,,,,,,,,,,,,,,
"Ricardo Powell (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,253,289,242,302,474,61,,,,,,,,,,,,,,
"Hrishikesh Kanitkar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,38,36,,,,,,,,,,,,,,,,,,,
"Brett Lee (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,12,154,85,62,156,170,56,92,42,,60,219,,,,,,,
"Matthew Sinclair (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,509,225,188,224,15,,122,,2,,,,,,,,,,
"Pieter Strydom (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
"Wasim Jaffer (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
"Murali Kartik (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,61,8,1,37,,,,,,,,,,,,
"Nico Boje (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,28,19,588,145,336,54,142,75,,,,,,,,,,,,,,
"Younis Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,270,1173,685,400,273,615,617,865,420,215,744,225,132,163,72,,,,
"Nikhil Chopra (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,226,23,,,,,,,,,,,,,,,,,,,
"Mohammad Kaif (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,478,564,697,322,,,,,,,,,,,,,
"Atiq-Uz-Zaman (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,
"Irfan Fazil (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
"Wavell Hinds (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,413,361,507,687,105,277,208,,,,45,,,,,,,,,
"Chris Gayle (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,273,722,1097,981,722,563,1217,611,632,553,456,202,345,311,67,411,,199,307,424
"Brian Murphy (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52,11,3,,,,,,,,,,,,,,,,
"Daryl Tuffey (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,57,39,3,1,,8,,6,135,,,,,,,,,
"Ramnaresh Sarwan (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,174,878,479,791,419,963,375,401,407,191,546,,160,,,,,,
"Mluleki Nkala (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,79,69,9,,123,8,36,,,,,,,,,,,,,
"Dilhara Fernando (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,30,30,3,7,39,59,14,28,8,0,0,,,,,,,
"Matthew Hoggard (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,,0,7,,,,,,,,,,,,,
"Prasanna Jayawardene (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,23,,,,,,,,,,,,
"Kumar Sangakkara (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,264,829,695,1010,746,1333,758,942,919,726,1127,1184,1201,1256,862,,,,
"Neil McKenzie (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,504,363,260,,,,,,108,,,,,,,,,,
"Marcus Trescothick (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,442,950,867,670,553,412,,,,,,,,,,,,,
"Mahendra Nagamootoo (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,90,26,,,,,,,,,,,,,,,,,
"David Mutendera (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0,,,,,,,,,,,,,,,,,,
"Mark Richardson (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,
"Naimuir Rahman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,3,,55,76,146,92,69,47,,,,,,,,,,,,,,,,,
"Shahriar Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,306,13,,,,2,,,,,,,,,,,,,,,
"Mehrab Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,321,,24,62,36,,,,,,,,,,,,,,,,
"Habibul Bashar (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,16,,82,15,25,99,194,117,228,266,337,461,328,,,,,,,,,,,,
"Aminul Islam (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,37,,75,,,,,72,,126,189,180,82,2,31,,,,,,,,,,,,,,,,,
"Akram Khan (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,30,,60,,,,,92,,195,79,227,113,61,,119,,,,,,,,,,,,,,,,
"Al Sahariar Rokon (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,13,94,114,54,,,,,,,,,,,,,,,,
"Khaled Mashud (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,46,,40,31,142,36,51,313,217,399,261,282,,,,,,,,,,,,,
"Mohammad Rafique (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,15,,23,156,49,24,51,51,193,150,160,209,110,,,,,,,,,,,,
"Hasibul Hussain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,1,,61,34,49,16,0,,10,1,,,,,,,,,,,,,,,
"Shiv Das (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,30,,,,,,,,,,,,,,,,,
"Saba Karim (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,287,8,18,49,,,,,,,,,,,,,,,,,,,
"Zaheer Khan (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,84,44,107,44,112,35,177,19,22,18,62,11,,,,,,,
"Vijay Dahiya (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,75,,,,,,,,,,,,,,,,,,
"Chris Martin (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,0,0,2,,,,,,,,,,,
"Brooke Walker (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,34,,,,,,,,,,,,,,,,,
"Marlon Black (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
"Sarandeep Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,19,,,,,,,,,,,,,,,,
"Danish Kaneria (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0,2,0,6,,,,,,,,,,,,
"Hamish Marshall (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,590,309,224,88,,,,,,,,,,,,
"Marlon Samuels (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,664,404,325,,36,263,630,172,,,460,482,447,303,601,374,61,365,
"Colin Stuart (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
"Douglas Marillier (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,199,79,253,,,,,,,,,,,,,,,,
"Justin Kemp (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,11,,,677,437,328,,,,,,,,,,,,
"Rahul Sanghvi (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
"Imran Farhat (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,348,290,,288,,,,140,261,174,170,,,,,,
"Faisal Iqbal (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,134,117,,,30,,,,,,,,,,,,,
"Misbah-ul-Haq (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,67,23,,,272,646,300,31,964,493,1373,285,453,,,,
"James Franklin (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,63,,0,33,145,214,,63,252,139,156,152,,,,,,
"Mohammad Sami (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,115,70,19,15,85,,,,,0,,,0,,,,
"Aamer Hameed (Pakistan)
            - ODI Cricket",,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aamer Hanif (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,17,,72,,,,,,,,,,,,,,,,,,,,,,,,
"Josephat Ababu (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,17,,,,,1,,,,,,,,,,,,,
"Shafiek Abrahams (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,
"Ahmed Kamal (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,
"Akhtar Sarfraz (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,52,14,,,,,,,,,,,,,,,,,,,,,
"Alam Talukdar (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rajab Ali (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,
"Mark Alleyne (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,75,,,,,,,,,,,,,,,,,,,
"Michael Allingham (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,
"Aminul Islam Jnr (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
"Joseph Angara (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,,0,11,0,,,,,,,,,,,,,,,,
"Anisur Rehman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,
"Hamish Anthony (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
"Flavian Aponso (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,
"Arshad Laeeq (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,35,,66,,,,,,,,,,,,,,,,,,,,,,,
"Arshad Pervez (Pakistan)
            - ODI Cricket",,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asif Mahmood (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,
"Asim Butt (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,
"Athar Ali Khan (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,68,,122,,,,,21,,259,62,,,,,,,,,,,,,,,,,,,,,
"Ian Austin (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,,,,,,,,,,,,,,,,,,,,
"Azhar Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,14,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azhar Saeed (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,3,,58,,,,,,,,,,,,,,,,,,,,,,,
"Hemang Badani (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,327,89,71,141,,,,,,,,,,,,,,,
"Sairaj Bahutule (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,,11,,,,,,,,,,,,,,,,
"Mark Bailey (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"Paul-Jan Bakker (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
"Showkat Baksh (Canada)
            - ODI Cricket",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atul Bedade (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,
"Dale Benkenstein (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,183,55,,9,,,,,,,,,,,,,,,,,
"Amit Bhandari (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,
"Bhupinder Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
"Glenn Bishop (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Blain (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,38,156,32,43,,,,,,,,,,
"Bruce Blair (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,31,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andy Blignaut (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,74,118,210,78,92,,,,,1,,,,,,,,,
"Gopal Bose (India)
            - ODI Cricket",,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hemantha Boteju (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
"Nathan Bracken (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7,,24,72,44,17,35,,,,,,,,,,
"James Brinkley (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,
"Alistair Brown (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,155,70,108,,,21,,,,,,,,,,,,,,,,,,
"Douglas Brown (Scotland)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55,,,,,,,,25,195,,,,,,,,,,,,
"Robin Brown (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,93,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barrington Browne (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
"Henderson Bryan (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,
"Rudi Bryson (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,
"Carl Bulfin (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,
"David Callaghan (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,114,41,272,51,,,,,15,,,,,,,,,,,,,,,,,,,
"Robert Callender (Canada)
            - ODI Cricket",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peter Cantrell (Netherlands)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,
"Vakkadai Chandrasekhar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,73,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christopher Chappell (Canada)
            - ODI Cricket",,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utpal Chatterjee (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
"Dipak Chudasama (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,183,170,78,3,,,,,,,,,,,,,,,,,,,,
