,Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1445,Peter Fulton ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,79.0,419.0,1230.0,1239.0,1334.0,,,,,,,,,,
1446,Hashim Amla ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,848.0,1906.0,2538.0,3216.0,4054.0,4946.0,6008.0,6519.0,7381.0,7696.0,7923.0
1447,Chris Mpofu ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,10.0,19.0,21.0,23.0,31.0,38.0,,40.0,,40.0,42.0,46.0,46.0,46.0
1448,Kevin Pietersen ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,888.0,1500.0,2389.0,3047.0,3179.0,3332.0,3903.0,4184.0,4440.0,,,,,,
1449,Matthew Prior ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,129.0,240.0,469.0,637.0,994.0,1066.0,1282.0,,,,,,,,
1450,Mohammad Khalil ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1451,A B de Villiers ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,687.0,1896.0,2330.0,3092.0,4056.0,4523.0,5168.0,6331.0,7210.0,8403.0,8742.0,9515.0,9577.0,
1452,Dale Steyn ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,19.0,49.0,86.0,141.0,146.0,176.0,236.0,292.0,298.0,,365.0,365.0
1453,M S Dhoni ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,914.0,1735.0,2838.0,3935.0,5133.0,5733.0,6497.0,7021.0,7774.0,8192.0,8832.0,9110.0,9898.0,10173.0,10500.0
1454,Joginder Sharma ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,35.0,,,,,,,,,,,,
1455,Mohammad Asif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,28.0,33.0,33.0,34.0,,,,,,,,,
1456,Graeme Cremer ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,217.0,316.0,,,,438.0,583.0,624.0,744.0,
1457,Xavier Marshall ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,373.0,375.0,,,,,,,,,,386.0
1458,Sean Williams ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,199.0,414.0,618.0,983.0,1088.0,1146.0,,1483.0,1782.0,2675.0,2721.0,2947.0,3395.0,3546.0
1459,James Marshall ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,80.0,85.0,250.0,,,,,,,,,,,
1460,Lance Hamilton ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
1461,James Hopes ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84.0,240.0,499.0,1000.0,1326.0,,,,,,,,,
1462,Iain O'Brien ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,
1463,Narsingh Deonarine ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,99.0,,,510.0,,,597.0,629.0,682.0,,,,
1464,Mushfiqur Rahim ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,350.0,535.0,922.0,1460.0,1987.0,2251.0,2449.0,3153.0,3920.0,4118.0,4576.0,5346.0,5558.0
1465,Shahadat Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,30.0,58.0,,79.0,,79.0,79.0,,,,,,
1466,Johnathan Lewis ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.0,50.0,,,,,,,,,,,,
1467,Christopher Tremlett ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,35.0,38.0,,,50.0,,,,,,,,
1468,Shahriar Nafees ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,1287.0,1565.0,1857.0,,1976.0,2201.0,,,,,,,,
1469,Denesh Ramdin ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,300.0,473.0,556.0,740.0,899.0,1067.0,1105.0,1155.0,1671.0,1924.0,2200.0,,,
1470,Ryan Ramdass ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1471,Suresh Raina ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,589.0,612.0,1292.0,1897.0,2528.0,3250.0,3742.0,4512.0,5051.0,5568.0,,,5615.0,
1472,Yalaka Venugopal Rao ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,218.0,,,,,,,,,,,,,
1473,Loku Dilhara ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,83.0,,,,,,
1474,Deighton Butler ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,,,,,,,,,,,,,
1475,Upul Tharanga ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,1357.0,1995.0,2133.0,2656.0,3363.0,4189.0,4941.0,5228.0,5339.0,5407.0,5621.0,6632.0,6936.0,6951.0
1476,Pradeep Jayaprakashdaran ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1477,Keith Dabengwa ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,199.0,336.0,433.0,514.0,,,,,,,,,
1478,Anthony Ireland ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,30.0,,,,,,,,,,,,
1479,Shaun Tait ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,24.0,25.0,25.0,,,,,,,,
1480,Justice Chibhabha ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,498.0,727.0,928.0,1034.0,1169.0,1247.0,,1312.0,,2171.0,2346.0,,2389.0,
1481,Jeetan Patel ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,57.0,61.0,88.0,,,,,,,88.0,95.0,,
1482,Syed Rasel ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,30.0,56.0,64.0,72.0,81.0,,,,,,,,,
1483,Terry Duffin ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,546.0,,,,,,,,,,,,
1484,Cameron White ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,157.0,236.0,918.0,1766.0,2037.0,,,,2037.0,,,2072.0,
1485,Stuart Clark ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,59.0,67.0,69.0,,,,,,,,,,
1486,Sreesanth ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,25.0,34.0,,44.0,44.0,,,,,,,,
1487,Andrew Puttick ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
1488,Johan Botha ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,98.0,159.0,237.0,297.0,435.0,604.0,609.0,,,,,,,
1489,Bradley Hodge ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,79.0,575.0,,,,,,,,,,,,
1490,Liam Plunkett ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,200.0,295.0,,,295.0,315.0,,,,414.0,445.0,516.0,582.0,593.0
1491,R P Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,26.0,52.0,60.0,104.0,,104.0,,,,,,,,
1492,Michael Lewis ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,
1493,Mitchell Johnson ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,54.0,92.0,381.0,500.0,708.0,720.0,822.0,917.0,951.0,,,,
1494,Philip Jaques ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,125.0,,,,,,,,,,,,
1495,Jamie How ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,141.0,517.0,903.0,930.0,971.0,1046.0,,,,,,,,
1496,Garnett Kruger ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
1497,Brett Dorey ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1498,Johannes van der Wath ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,89.0,,,,,,,,,,,,
1499,Chamara Kapugedera ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,273.0,876.0,1224.0,1423.0,1443.0,1521.0,,,1541.0,1551.0,1624.0,,
1500,Dhammika Prasad ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,16.0,17.0,,17.0,63.0,,127.0,129.0,,,,
1501,Keegan Meth ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,76.0,96.0,106.0,,,,,,,
1502,Piet Rinke ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,
1503,Gregory Strydom ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,
1504,Tanmay Mishra ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,698.0,,,730.0,907.0,979.0,1128.0,,,,,,
1505,Nehemiah Odhiambo ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,164.0,198.0,382.0,425.0,481.0,498.0,521.0,528.0,,,,,
1506,Ryan Higgins ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
1507,Ross Taylor ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,852.0,1317.0,1948.0,2624.0,3185.0,3408.0,3918.0,4580.0,5626.0,5826.0,6794.0,7433.0,8026.0
1508,Alastair Cook ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,483.0,702.0,,858.0,1458.0,2121.0,2681.0,3204.0,,,,,
1509,Monty Panesar ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,
1510,Piyush Chawla ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,28.0,,,38.0,,,,,,,,
1511,Munaf Patel ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,32.0,52.0,54.0,62.0,74.0,,,,,,,,
1512,Kalpesh Patel ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1513,Vikram Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
1514,Robin Uthappa ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,607.0,786.0,,,,,,890.0,934.0,,,,
1515,Daniel Cullen ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1516,Mark Cosgrove ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,
1517,Sewnarine Chattergoon ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,346.0,370.0,,,,,,,,,,
1518,Geoffrey Barnett ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,220.0,227.0,332.0,455.0,,,,,,,,,
1519,Umar Bhatti ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,156.0,163.0,240.0,378.0,,,,,,,,,
1520,Sunil Dhaniram ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,476.0,618.0,813.0,915.0,,,,,,,,,
1521,Haninder Dhillon ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
1522,Stewart Heaney ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
1523,Henry Osinde ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,46.0,47.0,47.0,54.0,63.0,,64.0,,,,,,
1524,Kevin Sandher ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,36.0,,,,,,,,,,,,
1525,Lionel Cann ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,543.0,568.0,590.0,,,,,,,,,,
1526,Hasan Durham ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
1527,Dwayne Leverock ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,79.0,106.0,111.0,,,,,,,,,,
1528,Dean Minors ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,478.0,,,,,,,,,,,,
1529,Daniel Morgan ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1530,Saleem Mukuddem ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,331.0,,,,,,,,,,,,
1531,George O'Brien ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,38.0,,,,,,,,,,,
1532,Azeem Pitcher ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,36.0,,,,,,,,,,,,
1533,Irvine Romaine ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,598.0,751.0,783.0,,,,,,,,,,
1534,Janeiro Tucker ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,493.0,,496.0,,,,,,,,,,
1535,Kwame Tucker ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,95.0,,,,,,,,,,,,
1536,George Codrington ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,236.0,,,,,,,,,,,,
1537,Donovan Maxwell ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,166.0,,,,,,,,,,,,
1538,Treadwell Gibbons ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,
1539,Kevin Hurdle ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,85.0,,,,,,,,,,,,
1540,Ryan Steede ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,49.0,70.0,,,,,,,,,,,
1541,Andre Botha ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,263.0,484.0,567.0,644.0,666.0,,,,,,,,
1542,Jeremy Bray ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,401.0,,,,,,,,,,,,
1543,Peter Gillespie ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
1544,Trent Johnston ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,320.0,364.0,405.0,552.0,645.0,668.0,743.0,,,,,,
1545,Dominick Joyce ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.0,,,,,,,,,,,,
1546,Dave Langford-Smith ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,122.0,142.0,,,,,,,,,,,
1547,William McCallan ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,223.0,325.0,361.0,,,,,,,,,,
1548,John Mooney ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,83.0,,176.0,550.0,665.0,709.0,737.0,860.0,963.0,,,,
1549,Paul Mooney ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,
1550,Kevin O'Brien ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,573.0,763.0,884.0,1336.0,1660.0,1749.0,1933.0,2114.0,2340.0,2629.0,2840.0,3172.0,3444.0
1551,Andrew White ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,217.0,363.0,421.0,708.0,731.0,769.0,769.0,776.0,,,,,
1552,Ed Joyce ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,471.0,,,,777.0,935.0,1252.0,1277.0,1744.0,2110.0,2349.0,2622.0,
1553,Glen Chapple ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
1554,James Dalrymple ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,487.0,,,,,,,,,,,,
1555,Timothy Bresnan ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,51.0,253.0,408.0,669.0,694.0,773.0,871.0,871.0,,,,
1556,Alexander Loudon ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
1557,Neil MacRae ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
1558,Ryan Watson ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,697.0,819.0,956.0,956.0,,,,,,,,,
1559,Colin Smith ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,245.0,374.0,432.0,,,,,,,,,,
1560,Neil McCallum ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,465.0,482.0,764.0,977.0,1002.0,,,,,,,,
1561,Dewal Nel ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,10.0,20.0,31.0,,,,,,,,,
1562,Paul Hoffmann ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,85.0,,,,,,,,,,,,
1563,Ross Lyons ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,77.0,80.0,86.0,90.0,,,,,,,,,
1564,Douglas Lockhart ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,64.0,,,218.0,,,,,,,,,
1565,Darren Reekers ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,387.0,436.0,481.0,,,,,,,,,,
1566,Ryan ten Doeschate ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,615.0,662.0,1026.0,1234.0,1541.0,,,,,,,,
1567,Alexei Kervezee ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,341.0,,505.0,664.0,794.0,924.0,,,,,,,
1568,Peter Borren ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,258.0,265.0,356.0,477.0,791.0,815.0,915.0,1004.0,,,,,
1569,William Stelling ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,180.0,,,,,,,,,,,,
1570,Mohammad Kashif ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,
1571,Peter Seelaar ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,8.0,9.0,85.0,92.0,95.0,97.0,97.0,,,,123.0,
1572,Eric Szwarczynski ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,207.0,394.0,493.0,748.0,825.0,,970.0,1102.0,,,,,
1573,Farhad Reza ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,295.0,390.0,,,412.0,,,,,,,,
1574,Tafadzwa Mufambisi ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,55.0,,,,,,,,,,,,
1575,Eoin Morgan ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,549.0,600.0,1107.0,1798.0,2241.0,2605.0,3165.0,3725.0,4692.0,5020.0,5801.0,6557.0,7034.0
1576,Niall O'Brien ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,503.0,708.0,815.0,924.0,1198.0,1215.0,1469.0,1514.0,1954.0,1964.0,2292.0,2581.0,
1577,William Porterfield ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,614.0,736.0,1150.0,1371.0,1726.0,1752.0,2060.0,2122.0,2460.0,2628.0,3272.0,3722.0,3962.0
1578,Navdeep Poonia ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,184.0,199.0,237.0,,,,,,,,,,
1579,Omer Hussain ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,44.0,,,63.0,,,,,,,,,
1580,Craig Wright ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,204.0,216.0,240.0,,,,,,,,,,
1581,Hiren Varaiya ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,50.0,183.0,219.0,221.0,221.0,239.0,252.0,,,,,
1582,Qaiser Ali ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,222.0,244.0,,,,,,,,,,,
1583,Tom de Grooth ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,203.0,254.0,326.0,387.0,467.0,472.0,480.0,,,,,,
1584,Fraser Watts ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,430.0,444.0,572.0,884.0,974.0,,,,,,,,
1585,Shakib Al Hasan ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,968.0,1376.0,2047.0,2834.0,3398.0,3635.0,3688.0,3977.0,4398.0,4650.0,5080.0,5577.0,5717.0
1586,Steven Outerbridge ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,118.0,280.0,336.0,,,,,,,,,,
1587,Delyone Borden ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,83.0,98.0,,,,,,,,,,,
1588,Clay Smith ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,192.0,,,,,,,,,,,,
1589,Sandeep Jyoti ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,53.0,,225.0,264.0,,,,,,,,,
1590,Surendra Seeraj ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,
1591,Durand Soraine ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,,,,14.0,,,,,,,
1592,Steven Welsh ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,35.0,42.0,,,,,,,,,,,
1593,Stuart Broad ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,156.0,284.0,338.0,372.0,392.0,415.0,430.0,470.0,510.0,529.0,,,
1594,Michael Yardy ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,49.0,,,170.0,326.0,,,,,,,,
1595,Loots Bosman ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,204.0,,,301.0,,,,,,,,,
1596,Alviro Petersen ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,124.0,342.0,377.0,,437.0,504.0,,,,,,
1597,Tafadzwa Kamungozi ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21.0,27.0,,,,
1598,Mehrab Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,203.0,204.0,276.0,,,,,,,,,,
1599,Malachi Jones ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,113.0,,,,,,,,,,,,
1600,David Hemp ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,458.0,,641.0,,,,,,,,,,
1601,Stefan Kelly ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,14.0,14.0,,,,,,,,,,
1602,Ashif Mulla ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,401.0,439.0,482.0,,,,,,,,,,
1603,Mark Jonkman ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,,,59.0,,,,,,,,,
1604,Maurits van Nierop ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
1605,Abdur Rehman ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,59.0,,,69.0,79.0,104.0,134.0,142.0,,,,,
1606,Lendl Simmons ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,126.0,,248.0,308.0,1100.0,1152.0,1523.0,1785.0,1958.0,,,,
1607,Tinotenda Mawoyo ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,33.0,42.0,58.0,,,,,
