Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Andrew Flintoff ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,206.0,144.0,397.0,631.0,633.0,490.0,102.0,387.0,301.0,3.0,,,,,,,,,,
Suresh Perera ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,36.0,,142.0,,,,,,,,,,,,,,,,,,
Shahid Afridi ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,867.0,449.0,465.0,604.0,455.0,743.0,16.0,238.0,640.0,115.0,359.0,278.0,313.0,601.0,462.0,182.0,441.0,354.0,194.0,,,,
David Terbrugge ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
Ridley Jacobs ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,47.0,600.0,294.0,471.0,220.0,132.0,88.0,,,,,,,,,,,,,,,
Alex Tudor ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
Neil Johnson ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,739.0,589.0,,,,,,,,,,,,,,,,,,,
Robin Singh ,India,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,21.0,706.0,398.0,655.0,527.0,16.0,,,,,,,,,,,,,,,,,,
Ajit Agarkar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,43.0,221.0,74.0,261.0,104.0,179.0,61.0,78.0,71.0,,,,,,,,,,,,
Darren Ganga ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,610.0,80.0,,,,152.0,,,,,,,,,,,,,
Matthew Bell ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,37.0,,78.0,,,,,,,,,,,,,,,,,,
Reon King ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,33.0,22.0,0.0,,,,3.0,,,,,,,,,,,,,,
Sadagopan Ramesh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,,,,,,,,,,,,,,,,,,,,
Wajahatullah Wasti ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,18.0,,,,,,,,,,,,,,,,,,,
Ashish Nehra ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,30.0,11.0,24.0,16.0,,,,15.0,30.0,9.0,,,,,,,,
Ruchira Perera ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,5.0,0.0,,,,,,,,,,,,
Kalutarage Upashantha ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,33.0,0.0,5.0,,,,,,,,,,,,,,,,,,
Pedro Collins ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,4.0,11.0,1.0,,4.0,,,,,,,,,,,,,,
Imran Nazir ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,701.0,81.0,483.0,69.0,52.0,,,392.0,,111.0,,,,,,,,,,
Avishka Gunawardene ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,193.0,376.0,474.0,27.0,152.0,366.0,52.0,3.0,,,,,,,,,,,,,
Upul Chandana ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,50.0,29.0,186.0,395.0,107.0,13.0,231.0,122.0,315.0,132.0,,1.0,,,,,,,,,,,,
Nehemiah Perry ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,91.0,,,,,,,,,,,,,,,,,,,
Corey Collymore ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,10.0,17.0,17.0,12.0,1.0,9.0,22.0,,,,,,,,,,,,
Chris Read ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,84.0,85.0,,61.0,,,,,,,,,,,,,
Darren Maddy ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,112.0,,,,,,,,,,,,,,,,,,,
Rangana Herath ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,15.0,39.0,67.0,3.0,14.0,,,,
Devang Gandhi ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,19.0,,,,,,,,,,,,,,,,,,,
Mannava Prasad ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,120.0,,,,,,,,,,,,,,,,,,,,
Vijay Bhardwaj ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,0.0,,,,,,,,,,,,,,,,,
Trevor Gripper ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,39.0,,,,,,,,,,,,,,,,
Boeta Dippenaar ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,193.0,476.0,875.0,479.0,256.0,371.0,651.0,77.0,,,,,,,,,,,,
Abdul Razzaq ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,93.0,367.0,661.0,384.0,675.0,600.0,640.0,520.0,455.0,62.0,,125.0,331.0,159.0,,,,,,,,
Adam Gilchrist ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,286.0,831.0,1241.0,726.0,746.0,836.0,1098.0,879.0,892.0,810.0,934.0,322.0,,,,,,,,,,,
Gary Brent ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,24.0,10.0,36.0,87.0,16.0,10.0,18.0,,49.0,113.0,44.0,,,,,,,,,,,
Indika Gallage ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,3.0,,,,,,,,,,,,,,,,,,
Indika De Saram ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,17.0,110.0,,,,,,,,,,,,,,,,,,
Tillakaratne Dilshan ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,86.0,3.0,52.0,111.0,471.0,327.0,757.0,632.0,414.0,1000.0,921.0,820.0,1119.0,1160.0,990.0,1207.0,79.0,,,
Christopher Adams ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,43.0,,,,,,,,,,,,,,,,,,,
Gavin Hamilton ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,,,50.0,382.0,233.0,268.0,81.0,,,,,,,,,
Michael Vaughan ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,253.0,587.0,557.0,291.0,,252.0,,,,,,,,,,,,
Ray Price ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,32.0,51.0,,,3.0,27.0,154.0,38.0,54.0,40.0,,,,,,,
Nantie Hayward ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ricardo Powell ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,253.0,289.0,242.0,302.0,474.0,61.0,,,,,,,,,,,,,,
Hrishikesh Kanitkar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,265.0,38.0,36.0,,,,,,,,,,,,,,,,,,,
Brett Lee ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,12.0,154.0,85.0,62.0,156.0,170.0,56.0,92.0,42.0,,60.0,219.0,,,,,,,
Matthew Sinclair ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,509.0,225.0,188.0,224.0,15.0,,122.0,,2.0,,,,,,,,,,
Pieter Strydom ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,
Wasim Jaffer ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
Murali Kartik ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,61.0,8.0,1.0,37.0,,,,,,,,,,,,
Nico Boje ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,,28.0,19.0,588.0,145.0,336.0,54.0,142.0,75.0,,,,,,,,,,,,,,
Younis Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,270.0,1173.0,685.0,400.0,273.0,615.0,617.0,865.0,420.0,215.0,744.0,225.0,132.0,163.0,72.0,,,,
Nikhil Chopra ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,226.0,23.0,,,,,,,,,,,,,,,,,,,
Mohammad Kaif ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,478.0,564.0,697.0,322.0,,,,,,,,,,,,,
Atiq-Uz-Zaman ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,
Irfan Fazil ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
Wavell Hinds ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,413.0,361.0,507.0,687.0,105.0,277.0,208.0,,,,45.0,,,,,,,,,
Chris Gayle ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,273.0,722.0,1097.0,981.0,722.0,563.0,1217.0,611.0,632.0,553.0,456.0,202.0,345.0,311.0,67.0,411.0,,199.0,307.0,424.0
Brian Murphy ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,52.0,11.0,3.0,,,,,,,,,,,,,,,,
Daryl Tuffey ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,44.0,57.0,39.0,3.0,1.0,,8.0,,6.0,135.0,,,,,,,,,
Ramnaresh Sarwan ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,174.0,878.0,479.0,791.0,419.0,963.0,375.0,401.0,407.0,191.0,546.0,,160.0,,,,,,
Mluleki Nkala ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,79.0,69.0,9.0,,123.0,8.0,36.0,,,,,,,,,,,,,
Dilhara Fernando ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,30.0,30.0,3.0,7.0,39.0,59.0,14.0,28.0,8.0,0.0,0.0,,,,,,,
Matthew Hoggard ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,5.0,,0.0,7.0,,,,,,,,,,,,,
Prasanna Jayawardene ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,23.0,,,,,,,,,,,,
Kumar Sangakkara ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,264.0,829.0,695.0,1010.0,746.0,1333.0,758.0,942.0,919.0,726.0,1127.0,1184.0,1201.0,1256.0,862.0,,,,
Neil McKenzie ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,504.0,363.0,260.0,,,,,,108.0,,,,,,,,,,
Marcus Trescothick ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,442.0,950.0,867.0,670.0,553.0,412.0,,,,,,,,,,,,,
Mahendra Nagamootoo ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,90.0,26.0,,,,,,,,,,,,,,,,,
David Mutendera ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,0.0,,,,,,,,,,,,,,,,,,
Mark Richardson ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
Naimuir Rahman ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,55.0,76.0,146.0,92.0,69.0,47.0,,,,,,,,,,,,,,,,,
Shahriar Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,306.0,13.0,,,,2.0,,,,,,,,,,,,,,,
Mehrab Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,321.0,,24.0,62.0,36.0,,,,,,,,,,,,,,,,
Habibul Bashar ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,82.0,15.0,25.0,99.0,194.0,117.0,228.0,266.0,337.0,461.0,328.0,,,,,,,,,,,,
Aminul Islam ,Bangladesh,,,,,,,,,,,,,,,,,,,37.0,,75.0,,,,,72.0,,126.0,189.0,180.0,82.0,2.0,31.0,,,,,,,,,,,,,,,,,
Akram Khan ,Bangladesh,,,,,,,,,,,,,,,,,,,30.0,,60.0,,,,,92.0,,195.0,79.0,227.0,113.0,61.0,,119.0,,,,,,,,,,,,,,,,
Al Sahariar Rokon ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,13.0,94.0,114.0,54.0,,,,,,,,,,,,,,,,
Khaled Mashud ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,40.0,31.0,142.0,36.0,51.0,313.0,217.0,399.0,261.0,282.0,,,,,,,,,,,,,
Mohammad Rafique ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,23.0,156.0,49.0,24.0,51.0,51.0,193.0,150.0,160.0,209.0,110.0,,,,,,,,,,,,
Hasibul Hussain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,61.0,34.0,49.0,16.0,0.0,,10.0,1.0,,,,,,,,,,,,,,,
Shiv Das ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,30.0,,,,,,,,,,,,,,,,,
Saba Karim ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,8.0,18.0,49.0,,,,,,,,,,,,,,,,,,,
Zaheer Khan ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,84.0,44.0,107.0,44.0,112.0,35.0,177.0,19.0,22.0,18.0,62.0,11.0,,,,,,,
Vijay Dahiya ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,75.0,,,,,,,,,,,,,,,,,,
Chris Martin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,
Brooke Walker ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,34.0,,,,,,,,,,,,,,,,,
Marlon Black ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
Sarandeep Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,19.0,,,,,,,,,,,,,,,,
Danish Kaneria ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,0.0,2.0,0.0,6.0,,,,,,,,,,,,
Hamish Marshall ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,590.0,309.0,224.0,88.0,,,,,,,,,,,,
Marlon Samuels ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,664.0,404.0,325.0,,36.0,263.0,630.0,172.0,,,460.0,482.0,447.0,303.0,601.0,374.0,61.0,365.0,
Colin Stuart ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Douglas Marillier ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,199.0,79.0,253.0,,,,,,,,,,,,,,,,
Justin Kemp ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,11.0,,,677.0,437.0,328.0,,,,,,,,,,,,
Rahul Sanghvi ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
Imran Farhat ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,348.0,290.0,,288.0,,,,140.0,261.0,174.0,170.0,,,,,,
Faisal Iqbal ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,29.0,134.0,117.0,,,30.0,,,,,,,,,,,,,
Misbah-ul-Haq ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,67.0,23.0,,,272.0,646.0,300.0,31.0,964.0,493.0,1373.0,285.0,453.0,,,,
James Franklin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,63.0,,0.0,33.0,145.0,214.0,,63.0,252.0,139.0,156.0,152.0,,,,,,
Mohammad Sami ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,115.0,70.0,19.0,15.0,85.0,,,,,0.0,,,0.0,,,,
Aamer Hameed ,Pakistan,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aamer Hanif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,17.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,
Josephat Ababu ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,17.0,,,,,1.0,,,,,,,,,,,,,
Shafiek Abrahams ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
Ahmed Kamal ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,
Akhtar Sarfraz ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,14.0,,,,,,,,,,,,,,,,,,,,,
Alam Talukdar ,Bangladesh,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajab Ali ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Mark Alleyne ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,75.0,,,,,,,,,,,,,,,,,,,
Michael Allingham ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,
Aminul Islam Jnr ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Joseph Angara ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,,0.0,11.0,0.0,,,,,,,,,,,,,,,,
Anisur Rehman ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
Hamish Anthony ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
Flavian Aponso ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,
Arshad Laeeq ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,
Arshad Pervez ,Pakistan,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asif Mahmood ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
Asim Butt ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,
Athar Ali Khan ,Bangladesh,,,,,,,,,,,,,,,,,,,68.0,,122.0,,,,,21.0,,259.0,62.0,,,,,,,,,,,,,,,,,,,,,
Ian Austin ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,5.0,,,,,,,,,,,,,,,,,,,,
Azhar Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,14.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azhar Saeed ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,
Hemang Badani ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,327.0,89.0,71.0,141.0,,,,,,,,,,,,,,,
Sairaj Bahutule ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,,,,11.0,,,,,,,,,,,,,,,,
Mark Bailey ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Paul-Jan Bakker ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Showkat Baksh ,Canada,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atul Bedade ,India,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Benkenstein ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,183.0,55.0,,9.0,,,,,,,,,,,,,,,,,
Amit Bhandari ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,
Bhupinder Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Bishop ,Australia,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Blain ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,38.0,156.0,32.0,43.0,,,,,,,,,,
Bruce Blair ,New Zealand,,,,,,,,,,,,,31.0,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Blignaut ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3.0,74.0,118.0,210.0,78.0,92.0,,,,,1.0,,,,,,,,,
Gopal Bose ,India,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemantha Boteju ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
Nathan Bracken ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.0,,24.0,72.0,44.0,17.0,35.0,,,,,,,,,,
James Brinkley ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,
Alistair Brown ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,70.0,108.0,,,21.0,,,,,,,,,,,,,,,,,,
Douglas Brown ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,55.0,,,,,,,,25.0,195.0,,,,,,,,,,,,
Robin Brown ,Zimbabwe,,,,,,,,,,,,,,93.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrington Browne ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson Bryan ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,
Rudi Bryson ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,
Carl Bulfin ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
David Callaghan ,South Africa,,,,,,,,,,,,,,,,,,,,,,,114.0,41.0,272.0,51.0,,,,,15.0,,,,,,,,,,,,,,,,,,,
Robert Callender ,Canada,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Cantrell ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,
Vakkadai Chandrasekhar ,India,,,,,,,,,,,,,,,,,,,73.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Chappell ,Canada,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utpal Chatterjee ,India,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Dipak Chudasama ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,170.0,78.0,3.0,,,,,,,,,,,,,,,,,,,,
Nolan Clarke ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
Peter Coman ,New Zealand,,,,24.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Crookes ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,121.0,39.0,53.0,33.0,20.0,,,,,,,,,,,,,,,,,,,
Kevin Curran ,Zimbabwe,,,,,,,,,,,,,,212.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noel David ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
Alec Davies ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,
Sean Davies ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,
Alan Dawson ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,0.0,4.0,30.0,29.0,,,,,,,,,,,,,,,
Timotheus de Leede ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,55.0,98.0,,,69.0,88.0,,,,,,,,,,,,
Stanley de Silva ,Sri Lanka,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granville De Silva ,Sri Lanka,,,,,,,,,,,,,,0.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklym Dennis ,Canada,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pankaj Dharmani ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
Michael Di Venuto ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,
Sameer Dighe ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,149.0,,,,,,,,,,,,,,,,,,
Mark Douglas ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,33.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
Vasbert Drakes ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,0.0,68.0,1.0,,,,,,,,,,,,,,,
Christopher Drum ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
Kevin Duers ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaukat Dukanwala ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,
